ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,Side,City,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-329983,MapQuest,201.0,2,2017-02-02 06:45:00,2017-02-02 07:29:40,38.879242,-77.035889,0.01,Right lane blocked due to accident on I-395 Northbound at Exits 1 2 US-1 14th St.,US-1 N,R,Washington,20024,US,US/Eastern,KDCA,2017-02-02 06:52:00,41.0,38.0,67.0,30.14,10.0,SSW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-330002,MapQuest,201.0,2,2017-02-02 07:32:52,2017-02-02 08:18:20,38.869469,-76.988632,0.01,Left and right lane blocked due to accident on DC-295 Anacostia Fwy Southbound at 11th St Bridge.,11th St SE,R,Washington,20020,US,US/Eastern,KWBC,2017-02-02 06:17:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-330024,MapQuest,201.0,3,2017-02-02 08:35:07,2017-02-02 09:20:10,38.882431,-77.02783199999999,0.01,Right lane blocked due to accident on I-395 Westbound before Maine Ave.,Maine Ave SW,R,Washington,20024,US,US/Eastern,KDCA,2017-02-02 08:52:00,45.0,40.6,52.0,30.14,10.0,West,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-330220,MapQuest,201.0,2,2017-02-03 09:36:03,2017-02-03 10:05:39,38.873672,-76.970833,0.01,Accident on Minnesota Ave Northbound at Pennsylvania Ave.,Pennsylvania Ave SE,R,Washington,20020,US,US/Eastern,KWBC,2017-02-03 09:12:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-330427,MapQuest,201.0,2,2017-02-06 07:13:34,2017-02-06 07:59:33,38.895664000000004,-76.95174399999999,0.01,Right lane blocked due to accident on DC-295 Anacostia Fwy Northbound at Benning Rd.,Kenilworth Ave S,R,Washington,20019,US,US/Eastern,KWBC,2017-02-06 06:19:00,,,,,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-330434,MapQuest,201.0,2,2017-02-06 07:18:10,2017-02-06 08:04:19,38.896515,-76.957497,0.01,Accident on Benning Rd at Kenilworth Ave.,Kenilworth Ave NE,R,Washington,20019,US,US/Eastern,KWBC,2017-02-06 08:09:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-330440,MapQuest,201.0,2,2017-02-06 07:25:05,2017-02-06 08:11:22,38.841221000000004,-76.975677,0.01,Accident on Southern Ave at Valley Ter.,Southern Ave,L,Washington,20032,US,US/Eastern,KDCA,2017-02-06 07:52:00,35.1,30.1,92.0,30.16,10.0,South,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-330509,MapQuest,201.0,3,2017-02-06 14:51:55,2017-02-06 15:37:50,38.879242,-77.035889,0.01,Lane blocked due to accident on I-395 Northbound at Exits 1 2 US-1 14th St.,US-1 N,R,Washington,20024,US,US/Eastern,KDCA,2017-02-06 14:52:00,57.9,,41.0,30.08,10.0,South,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-330791,MapQuest,201.0,3,2017-02-08 07:51:52,2017-02-08 08:37:47,38.880627000000004,-77.00202900000001,0.01,Right lane blocked due to accident on I-695 Eastbound near 3rd St.,3rd St SE,L,Washington,20003,US,US/Eastern,KDCA,2017-02-08 07:52:00,55.0,,83.0,29.63,10.0,SW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-330801,MapQuest,201.0,2,2017-02-08 08:05:14,2017-02-08 08:51:20,38.895664000000004,-76.95174399999999,0.01,Right lane blocked due to accident on Benning Rd at DC-295 Anacostia Fwy.,Kenilworth Ave S,R,Washington,20019,US,US/Eastern,KWBC,2017-02-08 05:14:00,,,,,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-330808,MapQuest,201.0,3,2017-02-08 08:14:28,2017-02-08 09:00:12,38.882362,-77.013885,0.01,Right lane blocked due to accident on I-395 Northbound at Exits 5 6 I-695 Southwest Fwy.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2017-02-08 07:52:00,55.0,,83.0,29.63,10.0,SW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-330881,MapQuest,201.0,3,2017-02-08 14:17:14,2017-02-08 15:01:38,38.869469,-76.988632,0.01,Left lane blocked due to accident on I-695 Eastbound before Exits 2A 2B I-295.,11th St SE,R,Washington,20020,US,US/Eastern,KWBC,2017-02-08 18:00:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-330974,MapQuest,201.0,2,2017-02-09 06:55:46,2017-02-09 07:40:36,38.902363,-76.943741,0.01,Accident on DC-295 Kenilworth Ave Northbound at Nannie Helen Burroughs Ave.,Nannie Helen Burroughs Ave NE,L,Washington,20019,US,US/Eastern,KWBC,2017-02-09 08:00:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-331029,MapQuest,201.0,2,2017-02-09 08:28:21,2017-02-09 09:12:17,38.876521999999994,-76.990768,0.01,Left lane blocked due to accident on I-695 Westbound at Exit 2 M St.,I-695 N,R,Washington,20003,US,US/Eastern,KDCA,2017-02-09 08:14:00,36.0,25.3,89.0,29.71,4.0,NNW,19.6,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-331257,MapQuest,201.0,2,2017-02-10 08:10:50,2017-02-10 08:53:57,38.918246999999994,-76.95485699999999,0.01,Right lane blocked due to accident on US-50 Inbound at Dakota Ave.,US-50 E,R,Washington,20002,US,US/Eastern,KDCA,2017-02-10 07:52:00,25.0,16.3,51.0,30.43,10.0,West,8.1,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-331404,MapQuest,201.0,2,2017-02-10 16:34:25,2017-02-10 17:04:25,38.923737,-77.105362,0.01,Accident on Canal Rd Northbound at Capital Crescent Trl.,Canal Rd NW,L,Washington,20016,US,US/Eastern,KDCA,2017-02-10 16:52:00,37.0,29.3,29.0,30.26,10.0,SW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-363088,MapQuest,222.0,2,2017-03-22 18:38:32,2017-03-22 19:06:59,33.723915000000005,-82.586014,0.01,Queueing traffic and right hand shoulder blocked due to accident on US-378 Lincolnton Rd Westbound at Exit 25.,Lincolnton Rd,R,Washington,30673-4510,US,US/Eastern,KIIY,2017-03-22 18:35:00,70.0,70.0,40.0,29.45,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-371186,MapQuest,201.0,2,2017-02-20 14:18:34,2017-02-20 15:03:22,40.729003999999996,-74.973541,0.01,Accident on NJ-31 at Rymon Rd.,Rymon Rd,L,Washington,07882-4035,US,US/Eastern,KSMQ,2017-02-20 13:53:00,55.0,,23.0,30.17,10.0,NW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-371350,MapQuest,201.0,2,2017-02-21 14:35:26,2017-02-21 15:20:18,40.77969,-74.975533,0.0,Accident on County Hwy-628 Jackson Valley Rd at NJ-31.,Jackson Valley Rd,L,Washington,07882-1516,US,US/Eastern,KSMQ,2017-02-21 14:53:00,50.0,,38.0,30.21,10.0,SSE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-371431,MapQuest,201.0,2,2017-02-22 07:29:55,2017-02-22 07:59:34,40.761677,-74.976151,0.01,Restrictions due to accident on NJ-31 near Van Buren St.,State Route 31 N,R,Washington,07882-1719,US,US/Eastern,KSMQ,2017-02-22 07:53:00,39.0,,82.0,30.05,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-371650,MapQuest,201.0,2,2017-02-23 10:50:43,2017-02-23 11:20:26,40.730106,-74.973885,0.01,Accident on NJ-31 near County Hwy-634 Franklin Rd.,Franklin Rd,R,Washington,07882,US,US/Eastern,KSMQ,2017-02-23 10:53:00,48.9,,93.0,29.89,3.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-372152,MapQuest,201.0,2,2017-02-27 14:38:15,2017-02-27 15:22:56,40.729003999999996,-74.973541,0.01,Accident on NJ-31 at Rymon Rd.,Rymon Rd,L,Washington,07882-4035,US,US/Eastern,KSMQ,2017-02-27 14:53:00,53.1,,30.0,30.35,10.0,WSW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-373203,MapQuest,201.0,2,2017-03-07 08:38:47,2017-03-07 09:38:17,40.760239,-74.971336,0.01,Restrictions due to accident on NJ-57 Washington Ave near Boulevard.,E Washington Ave,R,Washington,07882-2405,US,US/Eastern,KSMQ,2017-03-07 08:53:00,41.0,,96.0,30.32,2.0,Calm,,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-374446,MapQuest,201.0,2,2017-03-16 11:11:05,2017-03-16 11:40:53,40.759415000000004,-74.975021,0.01,Accident on NJ-57 Washington Ave near NJ-31.,State Route 31 N,R,Washington,07882,US,US/Eastern,KSMQ,2017-03-16 10:53:00,30.9,20.7,46.0,29.99,9.0,WNW,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-374934,MapQuest,201.0,2,2017-03-21 05:29:09,2017-03-21 05:58:53,40.758888,-74.97747,0.01,Restrictions due to accident on NJ-57 Washington Ave at School St.,E Washington Ave,L,Washington,07882-1915,US,US/Eastern,KSMQ,2017-03-21 05:53:00,39.0,,65.0,29.92,10.0,Calm,,,Overcast,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-374979,MapQuest,201.0,2,2017-03-21 08:45:23,2017-03-21 09:43:00,40.758419,-74.976089,0.0,Restrictions due to accident on Vannatta St around Jackson Ave.,Vannatta St,L,Washington,07882-1921,US,US/Eastern,KSMQ,2017-03-21 08:53:00,43.0,,53.0,29.93,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-375699,MapQuest,206.0,2,2017-03-28 07:16:42,2017-03-28 07:46:14,40.758446,-74.97962199999999,0.0,Restrictions due to fuel spillage on Broad St at NJ-57 Washington Ave.,Belvidere Ave,R,Washington,07882-1415,US,US/Eastern,KSMQ,2017-03-28 07:18:00,46.9,,97.0,29.92,2.0,Calm,,,Overcast,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-375883,MapQuest,201.0,2,2017-03-29 07:42:56,2017-03-29 08:12:26,40.77969,-74.975533,0.0,Restrictions due to accident on County Hwy-628 Jackson Valley Rd at NJ-31.,Jackson Valley Rd,L,Washington,07882-1516,US,US/Eastern,KSMQ,2017-03-29 07:53:00,44.1,37.7,73.0,30.06,10.0,NNW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-376408,MapQuest,201.0,2,2017-04-03 08:48:34,2017-04-03 09:48:18,40.753948,-74.975121,0.01,Restrictions due to accident police car involved on NJ-31 near Pershing Ave.,State Route 31 S,R,Washington,07882-1805,US,US/Eastern,KSMQ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-377615,MapQuest,201.0,2,2017-02-14 06:38:47,2017-02-14 07:25:07,38.905952,-77.079178,0.01,Right lane blocked due to accident on Canal Rd Inbound at Foxhall Rd.,Canal Rd NW,L,Washington,20007,US,US/Eastern,KDCA,2017-02-14 06:52:00,34.0,31.0,75.0,30.04,10.0,SW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-377628,MapQuest,201.0,3,2017-02-14 07:33:58,2017-02-14 08:18:28,38.876521999999994,-76.990768,0.01,Left-center lane blocked due to accident on I-695 Westbound after 11th St.,I-695 N,R,Washington,20003,US,US/Eastern,KDCA,2017-02-14 07:52:00,35.1,30.1,72.0,30.04,10.0,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-377650,MapQuest,201.0,2,2017-02-14 08:29:10,2017-02-14 09:13:33,38.852965999999995,-76.984245,0.01,Left lane blocked due to accident on Suitland Pkwy Outbound at Stanton Rd.,Suitland Pkwy E,R,Washington,20020,US,US/Eastern,KWBC,2017-02-14 07:21:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-377771,MapQuest,201.0,2,2017-02-15 06:20:24,2017-02-15 07:06:53,38.910793,-77.00904799999999,0.01,Left lane blocked due to accident on Capitol St Northbound at Florida Ave.,N Capitol St NW,R,Washington,20002,US,US/Eastern,KDCA,2017-02-15 05:52:00,39.9,35.8,68.0,29.58,10.0,SSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-377773,MapQuest,247.0,3,2017-02-15 06:21:32,2017-02-15 07:07:45,38.869469,-76.988632,0.01,Delays and left hand shoulder blocked due to accident on I-295 Southbound at Exits 5A 5B I-695.,11th St SE,R,Washington,20020,US,US/Eastern,KWBC,2017-02-15 05:08:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-377777,MapQuest,201.0,2,2017-02-15 06:32:54,2017-02-15 07:18:49,38.875252,-76.97483100000001,0.01,Left lane blocked due to accident on DC-295 Anacostia Fwy Southbound at Exit 1A Pennsylvania Ave.,Anacostia Fwy S,R,Washington,20020,US,US/Eastern,KWBC,2017-02-15 05:08:00,,,,,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-377819,MapQuest,201.0,2,2017-02-15 07:59:21,2017-02-15 08:44:37,38.904869,-77.070183,0.01,Right lane blocked due to accident on Canal Rd Eastbound at US-29 Whitehurst Fwy.,Whitehurst Fwy NW,R,Washington,20007,US,US/Eastern,KDCA,2017-02-15 07:52:00,42.1,39.2,62.0,29.55,10.0,WSW,4.6,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-377829,MapQuest,241.0,2,2017-02-15 08:27:07,2017-02-15 09:11:28,38.886124,-77.058685,0.01,One lane blocked due to accident on George Washington Memorial Pkwy Northbound near Arlington Memorial Bridge.,Arlington Memorial Brg,R,Washington,20024,US,US/Eastern,KDCA,2017-02-15 08:52:00,43.0,39.5,60.0,29.54,10.0,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-377851,MapQuest,201.0,2,2017-02-15 09:12:00,2017-02-15 09:56:55,38.875252,-76.97483100000001,0.01,Right hand shoulder blocked due to accident on DC-295 Anacostia Fwy Southbound at Exit 1A Pennsylvania Ave.,Anacostia Fwy S,R,Washington,20020,US,US/Eastern,KWBC,2017-02-15 10:00:00,,,,,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-377870,MapQuest,201.0,2,2017-02-15 10:37:56,2017-02-15 11:23:41,38.869469,-76.988632,0.01,Left lane blocked due to accident on 11th St Outbound at I-695.,11th St SE,R,Washington,20020,US,US/Eastern,KWBC,2017-02-15 10:00:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-377904,MapQuest,201.0,2,2017-02-15 14:34:39,2017-02-15 15:17:55,38.904919,-77.015907,0.04,2nd turn lane blocked due to accident on US-50 New York Ave Westbound from 3rd St to 4th St.,I-395 N,R,Washington,20001,US,US/Eastern,KDCA,2017-02-15 14:52:00,48.9,,35.0,29.5,10.0,WNW,21.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-377947,MapQuest,201.0,3,2017-02-15 18:30:38,2017-02-15 19:00:38,38.864105,-76.994553,0.01,Accident on I-295 Southbound at Exit 3B Howard Rd.,I-295 S,R,Washington,20020,US,US/Eastern,KWBC,2017-02-15 18:11:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-377994,MapQuest,244.0,3,2017-02-16 07:55:19,2017-02-16 08:39:44,38.877205,-77.040459,0.31,Shoulder blocked due to accident on I-395 Northbound between Exits 10B 10C George Washington Memorial Pkwy and Exits 1 2 US-1 14th St.,I-395 S,R,Washington,20024,US,US/Eastern,KDCA,2017-02-16 07:52:00,34.0,25.0,56.0,29.78,10.0,West,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-378088,MapQuest,406.0,3,2017-02-16 14:29:28,2017-02-16 15:12:50,38.877559999999995,-76.991341,0.01,Entry ramp closed due to accident on I-695 Southbound at Exits 1C 1D Southeast Blvd.,I-695 S,R,Washington,20003,US,US/Eastern,KDCA,2017-02-16 14:52:00,39.0,29.0,36.0,29.81,10.0,NW,20.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-378189,MapQuest,201.0,3,2017-02-17 07:21:45,2017-02-17 08:06:17,38.882362,-77.013885,0.01,Left lane blocked due to accident on I-395 Northbound at Exits 5 6 I-695 Southwest Fwy.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2017-02-17 06:52:00,30.0,25.2,56.0,29.99,10.0,West,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-378191,MapQuest,201.0,2,2017-02-17 07:43:44,2017-02-17 08:27:26,38.876163,-76.991585,0.01,Left lane blocked due to accident on 11th St Inbound at M St.,11th St SE,R,Washington,20003,US,US/Eastern,KDCA,2017-02-17 07:52:00,34.0,27.2,50.0,29.99,10.0,NW,8.1,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-378214,MapQuest,201.0,3,2017-02-17 08:23:26,2017-02-17 09:07:31,38.879242,-77.035889,0.44,Right lane blocked due to accident on I-395 Westbound between Exits 3 4 G St and Exits 1 2 US-1 14th St. Police in attendance.,US-1 N,R,Washington,20024,US,US/Eastern,KDCA,2017-02-17 08:52:00,34.0,28.0,50.0,29.99,10.0,North,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-378220,MapQuest,201.0,3,2017-02-17 08:47:52,2017-02-17 09:32:26,38.894791,-77.01409100000001,0.01,Accident on I-395 Westbound at 3rd St.,I-395 N,R,Washington,20001,US,US/Eastern,KDCA,2017-02-17 08:52:00,34.0,28.0,50.0,29.99,10.0,North,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-378221,MapQuest,201.0,2,2017-02-17 08:48:32,2017-02-17 09:33:13,38.845127000000005,-77.008286,0.01,Accident on Malcolm X Ave at Capitol St.,S Capitol St SE,L,Washington,20032,US,US/Eastern,KDCA,2017-02-17 08:52:00,34.0,28.0,50.0,29.99,10.0,North,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-378312,MapQuest,201.0,2,2017-02-17 16:50:39,2017-02-17 17:20:39,38.831802,-77.01461,0.01,Accident on Overlook Ave Southbound at I-295.,I-295 S,R,Washington,20032,US,US/Eastern,KDCA,2017-02-17 16:52:00,50.0,,36.0,29.88,10.0,SSE,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-378647,MapQuest,241.0,3,2017-02-21 05:57:07,2017-02-21 06:26:10,40.162151,-80.277901,3.97,One lane blocked due to accident on I-70 Eastbound from Exit 11 Buffalo Church Rd to Exit 15 US-40 Chestnut St.,I-70 E,R,Washington,15301,US,US/Eastern,KAFJ,2017-02-21 05:55:00,44.6,43.1,61.0,30.1,10.0,South,3.5,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
A-378649,MapQuest,201.0,2,2017-02-21 05:40:29,2017-02-21 06:24:58,38.892105,-77.03948199999999,0.01,Accident on US-50 Constitution Ave at 17th St.,17th St NW,R,Washington,20006,US,US/Eastern,KDCA,2017-02-21 05:52:00,42.1,38.4,51.0,30.36,10.0,ENE,5.8,,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Day
A-378664,MapQuest,201.0,3,2017-02-21 07:08:16,2017-02-21 07:52:03,38.879269,-77.036064,0.01,Center lane blocked due to accident on I-395 Westbound at Exits 1 2 US-1 14th St.,US-1 N,R,Washington,20024,US,US/Eastern,KDCA,2017-02-21 06:52:00,41.0,37.1,57.0,30.35,10.0,ENE,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-378836,MapQuest,201.0,3,2017-02-22 06:54:43,2017-02-22 07:54:18,38.823151,-77.016586,0.01,Left hand shoulder blocked due to accident on I-295 Northbound at Exit 1 Overlook Ave.,I-295 N,R,Washington,20032,US,US/Eastern,KDCA,2017-02-22 06:52:00,46.9,,80.0,30.04,10.0,Calm,,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-378863,MapQuest,201.0,2,2017-02-22 08:02:29,2017-02-22 08:47:08,38.917233,-76.978157,0.01,Left lane blocked due to accident on US-50 New York Ave both ways near Montana Ave.,New York Ave NE,R,Washington,20002,US,US/Eastern,KDCA,2017-02-22 07:52:00,46.9,,83.0,30.06,10.0,South,3.5,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-378892,MapQuest,201.0,3,2017-02-22 10:03:00,2017-02-22 10:47:39,38.845093,-77.007225,0.01,Left lane blocked due to accident on I-295 Northbound at Exit 2 Malcolm X Ave.,I-295 N,R,Washington,20032,US,US/Eastern,KDCA,2017-02-22 09:52:00,50.0,,80.0,30.04,10.0,SSE,6.9,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
